region,cement_type,cement_content_kgm3,water_cement_ratio,fly_ash_pct,admixture_type,admixture_dosage_pct,curing_method,curing_temperature_C,curing_duration_hr,element_thickness_mm,element_type,ambient_temperature_C,relative_humidity_pct,season,automation_level,mould_reset_time_hr,strength_gain_time_hr,total_cycle_time_hr,cost_per_cycle_inr
North,PSC,479,0.33,6,Accelerator,0.36,Steam,72.94677522067617,14,300,Beam,9.735367515038806,65.25497707355866,Winter,Fully-Auto,0.8,4.0,5.3,4103.11
South,PSC,304,0.55,9,Accelerator,1.32,Polythene,26.014437345029478,12,400,Slab,25.876394412619263,58.72870990689552,Winter,Fully-Auto,3.4,30.56,34.46,3495.3
North,PPC,498,0.53,17,Retarder,1.09,Steam,68.1406030335009,20,400,Slab,24.397896801244162,51.53627180497722,Summer,Manual,4.0,8.71,13.21,5595.78
South,PPC,369,0.32,6,None,1.92,Ambient,22.72046271623381,7,150,Column,35.504895648353596,88.15064440339393,Summer,Manual,0.8,19.87,21.17,5012.54
North,OPC43,461,0.33,6,None,0.87,Polythene,32.884929549652576,15,150,Staircase,43.981998615630914,86.99867697917922,Winter,Semi-Auto,4.0,7.2,11.7,3892.62
Central,OPC43,449,0.35,7,Retarder,1.38,Accelerated,71.33226789107398,9,150,Slab,37.882014986419506,52.59570843126583,Winter,Semi-Auto,2.7,4.0,7.2,4271.3
East,PPC,432,0.5,1,HRWR,0.18,Steam,65.20297036913522,10,400,Wall Panel,27.794542225194448,76.67243650463769,Summer,Semi-Auto,2.9,9.05,12.45,4838.59
North,PSC,432,0.4,2,Accelerator,0.95,Accelerated,77.13207253056453,17,400,Column,42.85132732603626,57.22000421523388,Summer,Manual,2.4,4.0,6.9,4362.18
Central,PSC,448,0.46,27,HRWR,0.55,Steam,63.35048152857191,10,150,Beam,27.395242003824563,47.42806157657269,Summer,Manual,2.3,5.4,8.2,4507.29
North,PPC,388,0.49,14,HRWR,1.4,Accelerated,75.09010156415034,9,200,Beam,31.837676952983422,45.089878775173176,Winter,Semi-Auto,2.7,5.95,9.15,4413.87
North,OPC53,462,0.5,1,HRWR,0.69,Ambient,24.27027577687792,14,400,Beam,40.61937549176761,67.2603064178214,Summer,Fully-Auto,2.1,19.87,22.47,4025.47
Central,PSC,483,0.49,20,HRWR,0.66,Steam,60.658531526282694,14,200,Column,35.734727282476975,51.091945675189436,Summer,Semi-Auto,1.6,5.02,7.12,4428.27
Central,OPC53,460,0.44,4,None,0.24,Polythene,31.261015098154417,18,100,Beam,38.04265741202434,81.35057475020557,Summer,Fully-Auto,1.4,12.86,14.76,3835.46
West,PSC,349,0.32,19,None,1.22,Accelerated,77.36171527679012,16,500,Column,48.113694713573395,33.3283457954945,Monsoon,Manual,2.6,4.3,7.4,3811.04
North,OPC53,423,0.51,18,Accelerator,1.69,Polythene,31.089557549269816,22,150,Wall Panel,19.0375523418153,72.74804548198529,Winter,Manual,0.9,11.45,12.85,4308.96
Central,PPC,331,0.52,11,HRWR,0.08,Ambient,25.761522962016393,22,300,Slab,39.54725915800212,49.46325059448729,Summer,Manual,1.1,35.49,37.09,6554.46
Central,OPC43,392,0.34,16,None,1.49,Polythene,31.891286615279846,14,300,Slab,26.304756335712675,70.1942048147374,Summer,Manual,1.1,12.68,14.28,4397.96
South,PSC,310,0.31,17,None,0.71,Ambient,24.673479050468803,7,400,Beam,34.11795953983945,73.89983536933754,Monsoon,Fully-Auto,1.5,28.13,30.13,3272.74
West,PPC,399,0.5,8,None,1.39,Ambient,27.71719855674069,13,250,Staircase,28.164977294438973,74.08007364945517,Summer,Semi-Auto,3.4,28.27,32.17,5112.69
South,PSC,492,0.34,20,Accelerator,0.46,Ambient,33.87236351758437,15,300,Slab,28.405581502454098,67.15161387047527,Winter,Fully-Auto,2.9,7.16,10.56,3714.45
East,PSC,454,0.51,28,Accelerator,1.19,Accelerated,77.12832805040406,19,500,Wall Panel,40.5941684279178,93.78714883067816,Monsoon,Fully-Auto,0.7,4.0,5.2,4264.07
West,PSC,458,0.31,9,Accelerator,0.57,Ambient,27.643155962019716,23,250,Column,28.469670731716583,50.714945256322125,Winter,Semi-Auto,3.2,8.53,12.23,3786.62
Central,PPC,359,0.4,15,None,0.91,Steam,65.99443860432217,14,100,Staircase,31.267336692285145,85.87862353242352,Winter,Semi-Auto,2.8,6.01,9.31,3653.55
North,PPC,450,0.34,20,None,0.83,Steam,64.30272052338165,17,250,Slab,9.768437004491684,76.1634883934471,Summer,Fully-Auto,1.8,4.0,6.3,3679.28
North,PSC,490,0.37,17,Accelerator,1.57,Ambient,25.998435972448448,7,100,Wall Panel,22.134394443058614,86.61998008836326,Winter,Fully-Auto,1.7,8.12,10.32,3765.14
North,PPC,385,0.5,23,None,1.23,Polythene,26.74682086293044,21,400,Wall Panel,41.02956076637163,66.73417462921589,Winter,Semi-Auto,2.4,31.5,34.4,5368.12
West,OPC43,320,0.55,29,Retarder,1.43,Steam,67.62306429914705,17,200,Wall Panel,32.28296852397819,53.779008327353374,Monsoon,Manual,2.5,10.9,13.9,4877.44
Central,OPC43,313,0.4,13,Accelerator,1.67,Accelerated,78.00705300879393,8,500,Staircase,35.773884017374165,44.31559282417144,Monsoon,Semi-Auto,1.6,4.82,6.92,3556.76
West,PPC,488,0.42,1,None,1.06,Polythene,31.00201042403858,18,100,Wall Panel,26.215739686850654,42.77981283481754,Winter,Semi-Auto,0.9,12.59,13.99,4517.46
South,OPC43,401,0.49,13,Accelerator,1.54,Ambient,24.535561538842515,6,100,Staircase,33.32620527054854,91.82602209066212,Winter,Fully-Auto,1.2,16.79,18.49,3477.14
South,PSC,441,0.46,0,Retarder,0.01,Steam,63.51115860604234,18,400,Staircase,31.02791955389341,58.09734019096099,Summer,Manual,3.2,10.14,13.84,5464.04
North,OPC53,302,0.54,4,Accelerator,0.26,Polythene,26.374982281409096,18,150,Wall Panel,35.26333286265361,15.0,Monsoon,Fully-Auto,1.1,17.99,19.59,2989.76
South,OPC43,340,0.5,25,None,1.32,Ambient,31.10765671367736,16,300,Staircase,34.9537435595332,78.80048397818369,Winter,Manual,4.0,26.81,31.31,5614.34
South,OPC43,459,0.54,2,None,1.89,Ambient,32.922089294810405,7,150,Beam,28.300515415091606,67.47655970442284,Summer,Manual,1.5,19.04,21.04,5529.3
South,PPC,357,0.53,8,None,1.88,Steam,67.15680474847473,21,200,Staircase,26.2830090575238,63.56810761431728,Summer,Manual,3.4,9.55,13.45,4899.48
North,PSC,426,0.39,7,HRWR,1.95,Accelerated,80.16319883500597,20,150,Beam,27.285469683959043,51.537961636953355,Summer,Fully-Auto,0.7,4.62,5.82,4089.09
Central,PSC,457,0.38,20,HRWR,0.8,Ambient,25.031481351581803,7,300,Column,40.47650557728115,48.670447250394005,Monsoon,Manual,3.0,16.9,20.4,5252.66
South,OPC43,312,0.42,15,HRWR,0.57,Ambient,25.004691610745954,13,500,Beam,32.02840108069824,85.14085583173896,Winter,Fully-Auto,1.6,29.46,31.56,3379.26
South,OPC53,376,0.48,19,Accelerator,1.46,Ambient,21.893840038580052,6,300,Wall Panel,32.82808306140241,94.60461448257004,Monsoon,Manual,2.1,18.88,21.48,5006.36
North,OPC43,316,0.37,10,Accelerator,0.09,Steam,61.80915742452262,21,200,Slab,23.267088897161628,15.0,Monsoon,Manual,2.4,4.77,7.67,3373.89
Central,OPC53,417,0.52,9,Retarder,0.97,Polythene,30.330622139193892,20,150,Beam,30.283975086293687,48.86942190295072,Winter,Semi-Auto,2.8,23.66,26.96,4970.43
Central,PPC,486,0.49,20,None,0.64,Steam,68.98605806622832,9,300,Column,25.427465580642327,50.82528508470179,Winter,Manual,2.3,4.92,7.72,4561.09
Central,PPC,393,0.33,21,None,0.98,Accelerated,69.36845594154866,22,200,Wall Panel,27.176783522754736,76.95123314205865,Winter,Manual,3.7,4.0,8.2,4065.57
West,PSC,484,0.49,8,None,0.51,Ambient,24.23789978322262,8,150,Wall Panel,33.80241507859087,38.98076675542941,Summer,Semi-Auto,0.7,22.81,24.01,5178.01
South,OPC43,360,0.5,16,HRWR,1.05,Ambient,29.575678167330818,13,200,Staircase,39.10674090576045,78.700147470675,Monsoon,Semi-Auto,2.8,23.29,26.59,4387.72
Central,PSC,367,0.4,16,Retarder,0.19,Accelerated,78.97851963023926,10,300,Wall Panel,24.19777201092451,60.42279226367726,Summer,Fully-Auto,1.7,6.27,8.47,4050.05
West,PPC,306,0.54,5,Accelerator,0.7,Ambient,32.402867813129,7,150,Column,30.929314584868152,29.507564323758096,Monsoon,Semi-Auto,2.0,19.76,22.26,3756.7
West,OPC43,373,0.38,4,Accelerator,1.74,Steam,63.73182233802791,22,200,Staircase,33.09829252831786,56.44232534322976,Monsoon,Fully-Auto,0.5,4.0,5.0,3301.03
West,PPC,381,0.43,15,None,0.06,Polythene,31.020436245182445,21,200,Beam,42.015728819442195,53.5303250981622,Monsoon,Manual,1.6,21.54,23.64,5277.89
South,PSC,424,0.34,17,Accelerator,1.29,Steam,63.871299991971284,19,150,Staircase,27.40288251658479,71.16966028001518,Monsoon,Fully-Auto,0.9,4.0,5.4,3705.31
North,OPC43,387,0.49,9,None,0.67,Ambient,29.014833041793317,6,400,Slab,26.170515092137677,39.203463272016364,Monsoon,Fully-Auto,1.3,26.78,28.58,3771.0
Central,OPC53,463,0.5,29,HRWR,0.91,Steam,62.19117567451045,17,100,Column,25.603457635148793,46.049127881238704,Monsoon,Manual,2.7,4.14,7.34,4278.13
West,OPC53,499,0.48,14,Accelerator,0.8,Polythene,25.074176262326887,14,150,Wall Panel,37.1990266531694,44.688077613900944,Summer,Semi-Auto,2.0,11.54,14.04,4537.09
South,OPC53,310,0.38,1,Accelerator,1.82,Ambient,23.755438400364916,11,500,Wall Panel,31.553612827899137,70.78635186171897,Summer,Semi-Auto,0.6,18.0,19.1,3683.45
West,PPC,364,0.42,10,None,1.96,Polythene,32.07050287254964,9,100,Beam,24.549078844684143,43.40808079072602,Winter,Manual,1.5,19.75,21.75,5067.61
North,OPC43,389,0.43,26,HRWR,1.49,Polythene,32.234756696503666,11,250,Beam,20.57709107504574,58.9000642231802,Summer,Fully-Auto,1.7,15.77,17.97,3449.69
East,PPC,376,0.4,14,None,1.71,Steam,70.39977866552084,9,500,Wall Panel,30.399796064033946,85.04628414938402,Winter,Manual,3.7,5.62,9.82,4049.83
South,OPC53,305,0.39,18,Accelerator,1.56,Polythene,33.20257562442429,17,300,Slab,35.94592054093067,92.45837772339098,Summer,Manual,1.5,13.37,15.37,3779.73
Central,PPC,367,0.45,17,None,0.58,Steam,70.25716922004325,8,300,Wall Panel,40.966614692738816,79.68958032144367,Monsoon,Semi-Auto,2.0,7.99,10.49,4103.7
East,PSC,348,0.53,5,Accelerator,0.39,Accelerated,76.18544694286012,19,500,Slab,36.285487650909324,66.62047294693545,Summer,Manual,2.9,4.82,8.22,3874.99
South,PSC,395,0.4,8,Retarder,1.89,Steam,67.2186734994522,13,300,Slab,33.31824120919986,54.79252953217423,Winter,Fully-Auto,2.5,8.56,11.56,4208.18
South,PSC,335,0.38,29,HRWR,1.13,Polythene,33.28079790715777,15,150,Beam,30.938610943382056,57.84200795161135,Winter,Fully-Auto,3.6,18.93,23.03,3242.54
Central,OPC43,451,0.42,27,HRWR,1.53,Steam,65.2786908205368,15,100,Column,19.37849445332953,72.37798202375413,Summer,Semi-Auto,3.7,4.0,8.2,3934.08
Central,PSC,479,0.44,10,Retarder,0.05,Steam,65.29024205381548,13,300,Staircase,21.78125987526979,87.17250788495771,Summer,Semi-Auto,0.7,8.6,9.8,5178.26
East,OPC43,361,0.33,3,Accelerator,1.35,Steam,68.9746335601616,21,250,Column,30.916447927664567,69.06879523461667,Monsoon,Manual,3.7,4.0,8.2,3552.96
East,OPC53,402,0.33,6,HRWR,1.86,Ambient,29.302349401705396,19,200,Slab,44.821366809471584,85.07945605741163,Summer,Semi-Auto,3.8,12.19,16.49,3842.73
Central,OPC53,339,0.33,25,HRWR,0.45,Steam,64.8059778501544,21,500,Beam,29.11546257240126,66.64242059024957,Summer,Manual,3.1,4.3,7.9,3432.26
East,PPC,469,0.53,25,None,1.01,Polythene,26.126759372744704,6,400,Staircase,46.87668692780077,88.44077228692035,Monsoon,Fully-Auto,1.3,26.3,28.1,4477.18
Central,OPC43,490,0.46,27,Accelerator,0.25,Steam,62.96973342972514,17,250,Staircase,28.161215100730157,64.7704755789657,Monsoon,Semi-Auto,3.6,4.0,8.1,4225.97
North,OPC43,494,0.51,16,Accelerator,0.22,Steam,63.77613014030312,15,250,Staircase,34.57646602476678,43.3707841445045,Monsoon,Manual,2.6,4.0,7.1,4391.66
West,PPC,331,0.34,29,None,0.18,Polythene,32.965587434549306,15,100,Staircase,41.773617688057776,59.992527788737576,Summer,Fully-Auto,3.6,16.38,20.48,3121.03
North,OPC43,355,0.38,17,Retarder,0.58,Ambient,31.045271426801694,21,500,Wall Panel,35.08339132138107,90.97276261536021,Summer,Fully-Auto,2.6,28.83,31.93,3619.06
Central,OPC43,320,0.34,3,None,1.52,Ambient,31.452776026003626,9,500,Wall Panel,32.504304615628136,73.16413467165957,Winter,Manual,1.7,22.24,24.44,4999.59
South,PSC,345,0.51,12,Accelerator,0.7,Accelerated,75.67494696417782,7,500,Column,21.19734356250403,63.824606577823815,Summer,Manual,3.6,4.36,8.46,3793.59
Central,PSC,433,0.52,17,None,1.0,Ambient,24.619622613695565,13,300,Beam,26.840743567216965,47.98209054370665,Summer,Manual,3.1,31.35,34.95,6787.68
East,OPC43,378,0.31,6,Retarder,1.74,Polythene,29.479607445373002,22,150,Staircase,35.81432298903446,89.71569562755144,Monsoon,Manual,2.8,15.38,18.68,4595.32
Central,PPC,432,0.38,18,Accelerator,0.09,Polythene,27.626548784183914,22,250,Wall Panel,39.49821123309326,36.16249821491843,Winter,Fully-Auto,2.4,11.26,14.16,3432.23
West,PSC,497,0.52,4,Accelerator,1.25,Polythene,35.762764304325515,10,150,Wall Panel,33.6819404492104,63.38031040558816,Summer,Fully-Auto,1.8,12.98,15.28,4086.41
Central,OPC43,409,0.31,12,Retarder,1.18,Ambient,30.197733577287263,9,100,Column,32.91259309504164,77.8828383431262,Summer,Fully-Auto,3.4,14.58,18.48,3493.6
Central,PSC,310,0.44,10,None,0.93,Steam,63.224574986349545,21,400,Wall Panel,34.6347271176388,71.49861341211754,Summer,Semi-Auto,0.5,11.32,12.32,4435.38
South,OPC53,496,0.4,17,None,1.75,Polythene,27.637607483357083,18,250,Slab,33.39544638727598,69.63841892703446,Summer,Manual,3.0,11.97,15.47,5067.31
North,OPC43,373,0.34,13,Accelerator,0.19,Steam,65.14773279486089,7,500,Wall Panel,33.176997527294525,50.59193913237854,Summer,Manual,4.0,4.96,9.46,3776.7
Central,OPC53,441,0.37,3,Accelerator,0.69,Ambient,29.88170855118517,7,150,Staircase,28.44964246708383,38.87890198199037,Monsoon,Fully-Auto,1.1,6.91,8.51,3392.52
North,OPC53,313,0.3,0,None,1.1,Ambient,25.04852090569527,6,300,Slab,6.251702649848809,62.98845340847217,Monsoon,Manual,1.8,17.23,19.53,4328.48
South,PSC,328,0.54,14,HRWR,1.02,Steam,63.396893920406555,21,100,Beam,33.46164792498554,84.28885345980524,Monsoon,Manual,2.2,9.37,12.07,4548.92
North,OPC43,331,0.43,4,Accelerator,1.67,Steam,69.95231069093344,21,150,Column,38.009014227971356,15.0,Winter,Semi-Auto,0.7,5.03,6.23,3383.84
South,PPC,358,0.52,9,Accelerator,0.86,Polythene,29.713023409346654,9,200,Wall Panel,37.138133166383795,51.48234451588047,Summer,Semi-Auto,2.5,19.06,22.06,4106.46
West,OPC53,432,0.38,26,Accelerator,1.52,Accelerated,71.7155527716279,11,250,Beam,37.70332347264034,92.45512329073763,Monsoon,Fully-Auto,1.9,4.0,6.4,4036.32
West,PSC,395,0.41,2,Accelerator,1.87,Accelerated,72.84923262264118,12,150,Wall Panel,34.21443444135932,59.491391667566795,Summer,Manual,3.7,4.0,8.2,4172.47
North,PSC,417,0.35,15,None,0.83,Ambient,25.108963928618266,8,100,Beam,47.39319549079923,62.53155954458136,Winter,Manual,0.6,17.07,18.17,4976.0
East,OPC43,411,0.47,11,None,0.56,Steam,63.62402239539737,23,500,Column,30.747614001634513,85.13540308526042,Winter,Fully-Auto,1.7,6.73,8.93,3871.57
West,OPC43,421,0.43,20,Retarder,0.87,Ambient,27.81357907527417,15,300,Staircase,28.287020737552098,52.269610723411255,Monsoon,Fully-Auto,3.8,26.42,30.72,4037.82
South,PSC,313,0.46,14,Accelerator,1.5,Ambient,26.244071212621876,15,400,Beam,29.754911979298242,53.56963554971732,Summer,Manual,1.9,26.28,28.68,5378.56
East,OPC53,400,0.53,10,Accelerator,1.44,Ambient,26.741125886323754,13,500,Wall Panel,23.622436670110115,81.20421419024593,Summer,Semi-Auto,3.5,20.51,24.51,4431.29
South,PPC,363,0.45,15,HRWR,1.19,Accelerated,78.28847418864497,20,150,Slab,25.51121856577592,98.0,Winter,Manual,1.7,4.27,6.47,3935.09
East,OPC43,471,0.45,19,None,0.3,Steam,65.89508565379401,19,150,Beam,25.391343430162493,70.59300317044347,Winter,Fully-Auto,3.1,4.0,7.6,3880.0
Central,OPC53,374,0.36,0,None,1.87,Steam,67.00500830061758,22,250,Beam,35.061720786205804,55.898039012752626,Winter,Manual,2.5,4.56,7.56,3767.25
North,OPC53,313,0.36,2,Accelerator,0.55,Polythene,33.780669248462274,7,300,Wall Panel,30.230706105740587,98.0,Monsoon,Semi-Auto,3.0,10.53,14.03,2995.39
East,PSC,355,0.44,19,HRWR,1.61,Steam,63.61078106044432,13,300,Wall Panel,30.45916027188011,79.28353941396716,Summer,Fully-Auto,1.9,8.95,11.35,3917.78
Central,OPC43,419,0.43,23,None,0.94,Ambient,24.61853760646581,13,200,Wall Panel,35.40191828131796,48.626561201403945,Summer,Semi-Auto,1.1,22.04,23.64,4779.22
North,OPC43,393,0.55,29,Accelerator,0.47,Ambient,29.446635613080282,23,150,Staircase,38.23689091039073,90.90071967573255,Winter,Fully-Auto,3.5,18.26,22.26,3584.25
North,PPC,438,0.42,19,HRWR,0.34,Steam,65.04580696341974,21,400,Staircase,10.773721840050712,89.40855392763265,Monsoon,Manual,2.9,6.35,9.75,4546.99
East,OPC43,494,0.34,3,None,0.78,Polythene,35.93215971246846,12,500,Slab,29.06104328863256,89.28215026425839,Winter,Manual,3.3,9.15,12.95,4629.59
West,PPC,362,0.35,5,HRWR,1.52,Accelerated,71.96841806304428,18,400,Column,36.1114867568398,64.29342034681045,Winter,Manual,3.9,4.21,8.61,3792.17
East,OPC43,320,0.36,5,None,1.02,Polythene,30.387841578054843,18,400,Staircase,25.955525470533637,98.0,Winter,Semi-Auto,3.4,20.15,24.05,4012.49
East,PSC,328,0.39,20,Accelerator,1.68,Ambient,27.72013622025525,9,100,Wall Panel,35.840569612997896,59.88091737972821,Winter,Fully-Auto,3.8,16.41,20.71,2942.12
North,PSC,354,0.51,24,Retarder,0.65,Steam,66.18049298569633,19,250,Wall Panel,15.258584280040916,57.34934159432345,Summer,Semi-Auto,1.7,12.59,14.79,4977.49
Central,OPC43,310,0.4,3,None,1.12,Steam,60.67670841610594,12,200,Beam,31.420607059782853,73.87829143633135,Winter,Semi-Auto,2.0,8.04,10.54,3839.57
Central,OPC53,356,0.34,7,None,1.69,Steam,67.82557134886883,9,100,Wall Panel,42.37560661449206,51.271313143367735,Summer,Semi-Auto,1.3,4.0,5.8,3325.54
West,OPC53,367,0.32,10,Accelerator,1.59,Accelerated,69.71183208043017,12,500,Staircase,25.788919374969723,24.9623688147565,Winter,Semi-Auto,0.7,4.0,5.2,3810.76
South,OPC43,457,0.43,14,Retarder,0.33,Ambient,23.76240960701029,21,150,Wall Panel,27.471723811395396,93.74364300893207,Summer,Semi-Auto,2.2,22.17,24.87,4980.72
West,OPC53,423,0.39,18,Accelerator,0.2,Polythene,26.76594652741674,19,300,Staircase,32.180143627292395,47.15973421277862,Monsoon,Fully-Auto,1.0,9.23,10.73,3464.28
Central,PPC,336,0.4,12,HRWR,1.48,Ambient,31.966571782321385,8,100,Column,42.56869994100839,69.86752208898915,Summer,Manual,1.0,19.69,21.19,4762.22
North,OPC43,372,0.5,20,Retarder,1.48,Polythene,24.880407818212607,7,200,Slab,15.503904412875293,60.37994037962567,Monsoon,Fully-Auto,3.3,35.23,39.03,4235.59
East,OPC53,451,0.3,4,Retarder,1.23,Steam,69.72994254575138,20,400,Wall Panel,31.137619053797405,66.6900025170219,Summer,Semi-Auto,0.5,4.0,5.0,3988.08
North,OPC53,336,0.49,6,Accelerator,1.72,Ambient,29.40293891143333,18,500,Column,29.66851111430837,56.923289431073265,Monsoon,Fully-Auto,0.8,19.8,21.1,3049.59
Central,OPC43,400,0.43,27,HRWR,1.91,Accelerated,78.3322814376625,6,300,Beam,49.149563075564096,49.587508727433296,Winter,Semi-Auto,1.3,4.4,6.2,4119.47
Central,OPC53,392,0.44,1,Accelerator,0.96,Accelerated,76.82722636766584,15,500,Slab,30.161677444869884,45.03157064893682,Winter,Manual,2.4,4.0,6.9,4034.18
North,OPC43,433,0.37,14,HRWR,1.56,Accelerated,69.61032473004491,7,400,Beam,10.907244082724,52.75049884983374,Summer,Manual,2.8,4.0,7.3,4353.32
East,OPC43,368,0.38,4,Accelerator,1.62,Ambient,30.22631852515057,20,100,Staircase,19.19446468665381,84.12610623476863,Monsoon,Fully-Auto,3.9,12.41,16.81,3156.93
East,PSC,467,0.32,14,Retarder,0.42,Accelerated,73.03890434212188,20,400,Wall Panel,23.31182801365957,87.97273393577653,Summer,Semi-Auto,3.5,4.47,8.47,4534.23
East,PSC,475,0.42,22,None,0.42,Ambient,27.00386309116812,20,500,Beam,31.792002823870853,67.04339582074942,Monsoon,Fully-Auto,3.9,21.9,26.3,4221.78
West,PPC,335,0.48,9,Accelerator,0.99,Steam,71.24331836529583,15,200,Beam,34.054038211211335,37.62211036802688,Summer,Fully-Auto,2.4,5.39,8.29,3167.09
West,OPC43,342,0.4,24,None,1.58,Steam,66.05758077710387,16,200,Column,39.12978470545546,55.87028856018696,Monsoon,Fully-Auto,1.6,5.26,7.36,3240.02
East,PSC,399,0.31,29,HRWR,1.02,Accelerated,69.49962977546352,14,150,Staircase,24.438273590008606,87.14538907104941,Monsoon,Fully-Auto,0.9,4.0,5.4,3775.89
West,OPC53,483,0.41,28,Retarder,0.52,Polythene,25.887128455282998,15,150,Wall Panel,31.903451146646635,17.04259968900049,Summer,Fully-Auto,3.1,13.46,17.06,4082.58
East,OPC43,322,0.32,16,Accelerator,1.15,Ambient,29.256143171539314,8,400,Slab,21.788759451452467,98.0,Summer,Fully-Auto,1.0,13.73,15.23,2869.82
East,OPC43,434,0.32,6,Retarder,0.07,Polythene,30.621204327558765,12,400,Slab,30.383984105982318,89.34641822816043,Summer,Semi-Auto,3.5,15.28,19.28,4347.0
South,OPC43,497,0.48,10,Retarder,0.97,Steam,66.7977552861957,20,200,Beam,31.41899165891946,48.03533719851839,Monsoon,Manual,1.2,5.21,6.91,4824.66
West,PSC,493,0.37,9,Accelerator,1.23,Polythene,33.5083194239015,11,200,Wall Panel,36.66016432506782,45.13264266259463,Winter,Semi-Auto,2.6,6.43,9.53,3912.85
South,PPC,343,0.5,27,HRWR,0.31,Ambient,25.63404049150983,6,400,Wall Panel,31.236083979984,76.7843829476468,Winter,Manual,2.7,34.46,37.66,6602.35
East,PPC,432,0.35,15,Accelerator,0.12,Steam,62.064668440523505,14,500,Beam,30.735647696579782,72.26404634087191,Summer,Manual,2.2,4.0,6.7,3930.35
West,PPC,363,0.33,9,Accelerator,0.04,Accelerated,69.49789456387109,15,250,Column,38.34119051386545,68.42807629054965,Summer,Fully-Auto,3.3,4.0,7.8,3387.13
Central,PSC,440,0.44,28,HRWR,0.27,Ambient,27.289262195667742,15,200,Staircase,25.451696039828676,65.51449414768962,Monsoon,Manual,2.9,19.05,22.45,5396.38
Central,OPC43,425,0.43,17,Retarder,0.07,Ambient,31.235071575849652,23,400,Column,27.787263601847204,79.4031156618818,Summer,Semi-Auto,3.0,24.65,28.15,4988.02
South,PPC,323,0.4,4,Accelerator,0.55,Ambient,24.94462253731102,17,200,Staircase,36.56177884290067,74.93972604828335,Summer,Manual,2.3,18.11,20.91,4533.05
North,OPC43,405,0.54,17,None,1.02,Steam,66.32524807652777,15,250,Staircase,22.69336973969892,67.84218414535412,Monsoon,Fully-Auto,1.7,6.21,8.41,3869.25
East,PPC,302,0.38,2,Accelerator,1.66,Accelerated,73.57888587499775,13,150,Beam,37.2378024609575,77.46085137108558,Winter,Manual,1.6,4.0,6.1,3399.5
East,OPC53,396,0.5,19,None,1.49,Accelerated,76.59220247862044,11,200,Wall Panel,23.694129016326176,56.665212911513635,Summer,Semi-Auto,3.4,4.97,8.87,4243.85
Central,OPC43,459,0.37,19,None,1.19,Ambient,28.528567955926615,18,100,Column,22.855184950573076,47.80097027858646,Summer,Semi-Auto,3.3,12.32,16.12,4206.49
Central,OPC53,347,0.31,14,HRWR,0.99,Steam,62.73191690595792,9,250,Staircase,44.83144376347247,88.53333498425678,Summer,Manual,1.6,4.0,6.1,3465.16
North,OPC53,334,0.45,12,None,0.34,Ambient,30.10452559841583,10,100,Beam,5.228064121022662,17.894852054714974,Winter,Manual,3.2,20.39,24.09,4743.64
North,OPC53,371,0.42,22,None,0.34,Ambient,24.6720635751389,7,500,Slab,24.32508870708663,40.660345326124364,Winter,Manual,2.1,23.76,26.36,5477.88
South,OPC43,358,0.51,5,None,1.58,Ambient,34.2231490402591,23,500,Wall Panel,34.35589774121334,76.22216319193431,Summer,Manual,2.3,28.04,30.84,5933.14
North,PSC,448,0.42,9,Accelerator,0.9,Accelerated,75.41287248359757,11,250,Staircase,21.910152248773624,42.15363580260583,Summer,Manual,1.3,4.0,5.8,4478.17
Central,OPC53,316,0.33,18,None,1.23,Ambient,22.0760827590404,15,300,Wall Panel,30.139351469248396,80.65359555658603,Winter,Manual,1.7,20.8,23.0,4795.11
East,PSC,328,0.32,21,None,1.29,Accelerated,76.11272117661264,9,150,Slab,28.409086251639827,74.28534878590798,Monsoon,Fully-Auto,3.5,4.9,8.9,3573.25
West,OPC43,482,0.53,25,None,0.87,Accelerated,72.7180576345829,13,300,Staircase,36.075266542265624,24.985910483072644,Summer,Fully-Auto,3.0,4.36,7.86,4331.2
Central,PSC,375,0.34,22,Accelerator,1.54,Steam,63.41564726286012,17,100,Beam,35.8628464661207,95.2258667832701,Summer,Semi-Auto,3.1,4.25,7.85,3404.92
North,OPC53,391,0.46,0,Retarder,1.97,Ambient,27.840242991769337,13,400,Column,44.56625161842564,91.64434750244376,Winter,Semi-Auto,1.2,28.98,30.68,5083.39
North,PPC,332,0.45,4,HRWR,0.17,Steam,67.75046152491015,12,400,Beam,22.84582155131746,40.128267309179115,Monsoon,Fully-Auto,3.0,7.52,11.02,3623.95
West,PPC,432,0.34,6,Accelerator,0.74,Steam,67.55035130914845,11,150,Column,41.94952081663175,41.99074569338992,Winter,Fully-Auto,2.8,4.0,7.3,3688.02
South,PSC,478,0.39,25,Retarder,1.87,Accelerated,77.0041987157191,11,150,Wall Panel,45.59158401703649,56.26840669557345,Monsoon,Semi-Auto,3.5,5.1,9.1,4798.88
South,OPC53,466,0.38,11,None,1.36,Polythene,35.904441300955256,13,150,Slab,28.432576981133128,57.83736388183429,Summer,Semi-Auto,2.4,8.29,11.19,4006.77
West,OPC53,331,0.51,15,HRWR,1.61,Accelerated,74.11816191451283,17,400,Column,51.909709157009274,20.029662374948135,Monsoon,Manual,1.6,4.46,6.56,3794.73
North,PPC,460,0.39,17,Accelerator,0.89,Steam,62.99310265409428,12,500,Beam,2.979928359892238,73.97067232076063,Winter,Semi-Auto,3.5,4.0,8.0,4103.64
